,Year,City,Sport,Discipline,Athlete,Code,Gender,Event,Medal,Country,quarantine_reason
30485,2012,London,Hockey,Hockey,Martin Haener,GER,Men,Hockey,Gold,Germany,
30486,2012,London,Hockey,Hockey,Tobias Hauke,GER,Men,Hockey,Gold,Germany,
30487,2012,London,Hockey,Hockey,Oliver Korn,GER,Men,Hockey,Gold,Germany,
30488,2012,London,Hockey,Hockey,Maximillian MÃ¼ller,GER,Men,Hockey,Gold,Germany,
30489,2012,London,Hockey,Hockey,Jan Philipp Rabente,GER,Men,Hockey,Gold,Germany,
30490,2012,London,Hockey,Hockey,Thilo Stralkowski,GER,Men,Hockey,Gold,Germany,
30491,2012,London,Hockey,Hockey,Max Weinhold,GER,Men,Hockey,Gold,Germany,
30492,2012,London,Hockey,Hockey,Christopher Wesley,GER,Men,Hockey,Gold,Germany,
30493,2012,London,Hockey,Hockey,Benjamin Wess,GER,Men,Hockey,Gold,Germany,
30494,2012,London,Hockey,Hockey,Timo Wess,GER,Men,Hockey,Gold,Germany,
30495,2012,London,Hockey,Hockey,Matthias Witthaus,GER,Men,Hockey,Gold,Germany,
30496,2012,London,Hockey,Hockey,Christopher Zeller,GER,Men,Hockey,Gold,Germany,
30497,2012,London,Hockey,Hockey,Philipp Zeller,GER,Men,Hockey,Gold,Germany,
30498,2012,London,Hockey,Hockey,Sander Baart,NED,Men,Hockey,Silver,Netherlands,
30499,2012,London,Hockey,Hockey,Billy Bakker,NED,Men,Hockey,Silver,Netherlands,
30500,2012,London,Hockey,Hockey,Marcel Balkestein,NED,Men,Hockey,Silver,Netherlands,
30501,2012,London,Hockey,Hockey,Teun De Nooijer,NED,Men,Hockey,Silver,Netherlands,
30502,2012,London,Hockey,Hockey,Bob De Voogd,NED,Men,Hockey,Silver,Netherlands,
30503,2012,London,Hockey,Hockey,Sander De Wijn,NED,Men,Hockey,Silver,Netherlands,
30504,2012,London,Hockey,Hockey,Floris Evers,NED,Men,Hockey,Silver,Netherlands,
30505,2012,London,Hockey,Hockey,Rogier Hofman,NED,Men,Hockey,Silver,Netherlands,
30506,2012,London,Hockey,Hockey,Tim Jenniskens,NED,Men,Hockey,Silver,Netherlands,
30507,2012,London,Hockey,Hockey,Wouter Jolie,NED,Men,Hockey,Silver,Netherlands,
30508,2012,London,Hockey,Hockey,Robbert Kemperman,NED,Men,Hockey,Silver,Netherlands,
30509,2012,London,Hockey,Hockey,Jaap Stockmann,NED,Men,Hockey,Silver,Netherlands,
30510,2012,London,Hockey,Hockey,Robert Van Der Horst,NED,Men,Hockey,Silver,Netherlands,
30511,2012,London,Hockey,Hockey,Mink Van Der Weerden,NED,Men,Hockey,Silver,Netherlands,
30512,2012,London,Hockey,Hockey,Valentin Verga,NED,Men,Hockey,Silver,Netherlands,
30513,2012,London,Hockey,Hockey,Klaas Vermeulen,NED,Men,Hockey,Silver,Netherlands,
30514,2012,London,Hockey,Hockey,Roderick Weusthof,NED,Men,Hockey,Silver,Netherlands,
30515,2012,London,Hockey,Hockey,Nathan Burgers,AUS,Men,Hockey,Bronze,Australia,
30516,2012,London,Hockey,Hockey,Matthew Butturini,AUS,Men,Hockey,Bronze,Australia,
30517,2012,London,Hockey,Hockey,Joel Carroll,AUS,Men,Hockey,Bronze,Australia,
30518,2012,London,Hockey,Hockey,Christopher Ciriello,AUS,Men,Hockey,Bronze,Australia,
30519,2012,London,Hockey,Hockey,Liam De Young,AUS,Men,Hockey,Bronze,Australia,
30520,2012,London,Hockey,Hockey,Timothy Deavin,AUS,Men,Hockey,Bronze,Australia,
30521,2012,London,Hockey,Hockey,Jamie Dwyer,AUS,Men,Hockey,Bronze,Australia,
30522,2012,London,Hockey,Hockey,Russell Ford,AUS,Men,Hockey,Bronze,Australia,
30523,2012,London,Hockey,Hockey,Matt Gohdes,AUS,Men,Hockey,Bronze,Australia,
30524,2012,London,Hockey,Hockey,Kieran Govers,AUS,Men,Hockey,Bronze,Australia,
30525,2012,London,Hockey,Hockey,Fergus Kavanagh,AUS,Men,Hockey,Bronze,Australia,
30526,2012,London,Hockey,Hockey,Mark Knowles,AUS,Men,Hockey,Bronze,Australia,
30527,2012,London,Hockey,Hockey,Edward Ockenden,AUS,Men,Hockey,Bronze,Australia,
30528,2012,London,Hockey,Hockey,Simon Orchard,AUS,Men,Hockey,Bronze,Australia,
30529,2012,London,Hockey,Hockey,Matthew Swann,AUS,Men,Hockey,Bronze,Australia,
30530,2012,London,Hockey,Hockey,Glenn Turner,AUS,Men,Hockey,Bronze,Australia,
30531,2012,London,Hockey,Hockey,Marilyn Agliotti,NED,Women,Hockey,Gold,Netherlands,
30532,2012,London,Hockey,Hockey,Merel De Blaeij,NED,Women,Hockey,Gold,Netherlands,
30533,2012,London,Hockey,Hockey,Eva De Goede,NED,Women,Hockey,Gold,Netherlands,
30534,2012,London,Hockey,Hockey,Carlien Dirkse Van Den Heuvel,NED,Women,Hockey,Gold,Netherlands,
30535,2012,London,Hockey,Hockey,Maartje Goderie,NED,Women,Hockey,Gold,Netherlands,
30536,2012,London,Hockey,Hockey,Ellen Hoog,NED,Women,Hockey,Gold,Netherlands,
30537,2012,London,Hockey,Hockey,Kelly Jonker,NED,Women,Hockey,Gold,Netherlands,
30538,2012,London,Hockey,Hockey,Kim Lammers,NED,Women,Hockey,Gold,Netherlands,
30539,2012,London,Hockey,Hockey,Maartje Paumen,NED,Women,Hockey,Gold,Netherlands,
30540,2012,London,Hockey,Hockey,Sophie Polkamp,NED,Women,Hockey,Gold,Netherlands,
30541,2012,London,Hockey,Hockey,Joyce Sombroek,NED,Women,Hockey,Gold,Netherlands,
30542,2012,London,Hockey,Hockey,Naomi Van As,NED,Women,Hockey,Gold,Netherlands,
30543,2012,London,Hockey,Hockey,Margot Van Geffen,NED,Women,Hockey,Gold,Netherlands,
30544,2012,London,Hockey,Hockey,Caia Van Maasakker,NED,Women,Hockey,Gold,Netherlands,
30545,2012,London,Hockey,Hockey,Kitty Van Male,NED,Women,Hockey,Gold,Netherlands,
30546,2012,London,Hockey,Hockey,Lidewij Welten,NED,Women,Hockey,Gold,Netherlands,
30547,2012,London,Hockey,Hockey,Luciana Aymar,ARG,Women,Hockey,Silver,Argentina,
30548,2012,London,Hockey,Hockey,Noel Barrionuevo,ARG,Women,Hockey,Silver,Argentina,
30549,2012,London,Hockey,Hockey,Martina Cavallero,ARG,Women,Hockey,Silver,Argentina,
30550,2012,London,Hockey,Hockey,Laura Del Colle,ARG,Women,Hockey,Silver,Argentina,
30551,2012,London,Hockey,Hockey,Maria Silvina D'Elia,ARG,Women,Hockey,Silver,Argentina,
30552,2012,London,Hockey,Hockey,Florencia Habif,ARG,Women,Hockey,Silver,Argentina,
30553,2012,London,Hockey,Hockey,Rosario Luchetti,ARG,Women,Hockey,Silver,Argentina,
30554,2012,London,Hockey,Hockey,Sofia Maccari,ARG,Women,Hockey,Silver,Argentina,
30555,2012,London,Hockey,Hockey,Delfina Merino,ARG,Women,Hockey,Silver,Argentina,
30556,2012,London,Hockey,Hockey,Florencia Mutio,ARG,Women,Hockey,Silver,Argentina,
30557,2012,London,Hockey,Hockey,Carla Rebecchi,ARG,Women,Hockey,Silver,Argentina,
30558,2012,London,Hockey,Hockey,Macarena Rodriguez Perez,ARG,Women,Hockey,Silver,Argentina,
30559,2012,London,Hockey,Hockey,Rocio Sanchez Moccia,ARG,Women,Hockey,Silver,Argentina,
30560,2012,London,Hockey,Hockey,Mariela Scarone,ARG,Women,Hockey,Silver,Argentina,
30561,2012,London,Hockey,Hockey,Daniela Sruoga,ARG,Women,Hockey,Silver,Argentina,
30562,2012,London,Hockey,Hockey,Josefina Sruoga,ARG,Women,Hockey,Silver,Argentina,
30563,2012,London,Hockey,Hockey,Ashleigh Ball,GBR,Women,Hockey,Bronze,United Kingdom,
30564,2012,London,Hockey,Hockey,Laura Bartlett,GBR,Women,Hockey,Bronze,United Kingdom,
30565,2012,London,Hockey,Hockey,Crista Cullen,GBR,Women,Hockey,Bronze,United Kingdom,
30566,2012,London,Hockey,Hockey,Alex Danson,GBR,Women,Hockey,Bronze,United Kingdom,
30567,2012,London,Hockey,Hockey,Hannah Macleod,GBR,Women,Hockey,Bronze,United Kingdom,
30568,2012,London,Hockey,Hockey,Emily Maguire,GBR,Women,Hockey,Bronze,United Kingdom,
30569,2012,London,Hockey,Hockey,Anne Panter,GBR,Women,Hockey,Bronze,United Kingdom,
30570,2012,London,Hockey,Hockey,Helen Richardson,GBR,Women,Hockey,Bronze,United Kingdom,
30571,2012,London,Hockey,Hockey,Chloe Rogers,GBR,Women,Hockey,Bronze,United Kingdom,
30572,2012,London,Hockey,Hockey,Elizabeth Storry,GBR,Women,Hockey,Bronze,United Kingdom,
30573,2012,London,Hockey,Hockey,Sarah Thomas,GBR,Women,Hockey,Bronze,United Kingdom,
30574,2012,London,Hockey,Hockey,Georgie Twigg,GBR,Women,Hockey,Bronze,United Kingdom,
30575,2012,London,Hockey,Hockey,Laura Unsworth,GBR,Women,Hockey,Bronze,United Kingdom,
30576,2012,London,Hockey,Hockey,Kate Walsh,GBR,Women,Hockey,Bronze,United Kingdom,
30577,2012,London,Hockey,Hockey,Sally Walton,GBR,Women,Hockey,Bronze,United Kingdom,
30578,2012,London,Hockey,Hockey,Nicola White,GBR,Women,Hockey,Bronze,United Kingdom,
30579,2012,London,Judo,Judo,Sarah Menezes,BRA,Women,- 48 KG,Gold,Brazil,
30580,2012,London,Judo,Judo,Alina Dumitru,ROM,Women,- 48 KG,Silver,Romania,
30581,2012,London,Judo,Judo,Eva Csernoviczki,HUN,Women,- 48 KG,Bronze,Hungary,
30582,2012,London,Judo,Judo,Charline Van Snick,BEL,Women,- 48 KG,Bronze,Belgium,
30583,2012,London,Judo,Judo,Arsen Galstyan,RUS,Men,- 60 KG,Gold,Russia,
30584,2012,London,Judo,Judo,Hiroaki Hiraoka,JPN,Men,- 60 KG,Silver,Japan,
30585,2012,London,Judo,Judo,Felipe Kitadai,BRA,Men,- 60 KG,Bronze,Brazil,
30586,2012,London,Judo,Judo,Rishod Sobirov,UZB,Men,- 60 KG,Bronze,Uzbekistan,
30587,2012,London,Judo,Judo,Teddy Riner,FRA,Men,+ 100KG,Gold,France,
30588,2012,London,Judo,Judo,Alexander Mikhaylin,RUS,Men,+ 100KG,Silver,Russia,
30589,2012,London,Judo,Judo,Rafael Silva,BRA,Men,+ 100KG,Bronze,Brazil,
30590,2012,London,Judo,Judo,Andreas Toelzer,GER,Men,+ 100KG,Bronze,Germany,
30591,2012,London,Judo,Judo,Idalys Ortiz,CUB,Women,+ 78KG,Gold,Cuba,
30592,2012,London,Judo,Judo,Mika Sugimoto,JPN,Women,+ 78KG,Silver,Japan,
30593,2012,London,Judo,Judo,Karina Bryant,GBR,Women,+ 78KG,Bronze,United Kingdom,
30594,2012,London,Judo,Judo,Wen Tong,CHN,Women,+ 78KG,Bronze,China,
30595,2012,London,Judo,Judo,Kum Ae An,PRK,Women,48 - 52KG,Gold,"Korea, North",
30596,2012,London,Judo,Judo,Yanet Bermoy Acosta,CUB,Women,48 - 52KG,Silver,Cuba,
30597,2012,London,Judo,Judo,Rosalba Forciniti,ITA,Women,48 - 52KG,Bronze,Italy,
30598,2012,London,Judo,Judo,Priscilla Gneto,FRA,Women,48 - 52KG,Bronze,France,
30599,2012,London,Judo,Judo,Kaori Matsumoto,JPN,Women,52 - 57KG,Gold,Japan,
30600,2012,London,Judo,Judo,Corina Caprioriu,ROM,Women,52 - 57KG,Silver,Romania,
30601,2012,London,Judo,Judo,Marti Malloy,USA,Women,52 - 57KG,Bronze,United States,
30602,2012,London,Judo,Judo,Automne Pavia,FRA,Women,52 - 57KG,Bronze,France,
30603,2012,London,Judo,Judo,Urska Zolnir,SLO,Women,57 - 63KG,Gold,Slovenia,
30604,2012,London,Judo,Judo,Lili Xu,CHN,Women,57 - 63KG,Silver,China,
30605,2012,London,Judo,Judo,Gevrise Emane,FRA,Women,57 - 63KG,Bronze,France,
30606,2012,London,Judo,Judo,Yoshie Ueno,JPN,Women,57 - 63KG,Bronze,Japan,
30607,2012,London,Judo,Judo,Lasha Shavdatuashvili,GEO,Men,60 - 66KG,Gold,Georgia,
30608,2012,London,Judo,Judo,Miklos Ungvari,HUN,Men,60 - 66KG,Silver,Hungary,
30609,2012,London,Judo,Judo,Jun-Ho Cho,KOR,Men,60 - 66KG,Bronze,"Korea, South",
30610,2012,London,Judo,Judo,Masashi Ebinuma,JPN,Men,60 - 66KG,Bronze,Japan,
30611,2012,London,Judo,Judo,Lucie Decosse,FRA,Women,63 - 70KG,Gold,France,
30612,2012,London,Judo,Judo,Kerstin Thiele,GER,Women,63 - 70KG,Silver,Germany,
30613,2012,London,Judo,Judo,Yuri Alvear,COL,Women,63 - 70KG,Bronze,Colombia,
30614,2012,London,Judo,Judo,Edith Bosch,NED,Women,63 - 70KG,Bronze,Netherlands,
30615,2012,London,Judo,Judo,Mansur Isaev,RUS,Men,66 - 73KG,Gold,Russia,
30616,2012,London,Judo,Judo,Riki Nakaya,JPN,Men,66 - 73KG,Silver,Japan,
30617,2012,London,Judo,Judo,Ugo Legrand,FRA,Men,66 - 73KG,Bronze,France,
30618,2012,London,Judo,Judo,Nyam-Ochir Sainjargal,MGL,Men,66 - 73KG,Bronze,Mongolia,
30619,2012,London,Judo,Judo,Kayla Harrison,USA,Women,70 - 78KG,Gold,United States,
30620,2012,London,Judo,Judo,Gemma Gibbons,GBR,Women,70 - 78KG,Silver,United Kingdom,
30621,2012,London,Judo,Judo,Mayra Aguiar,BRA,Women,70 - 78KG,Bronze,Brazil,
30622,2012,London,Judo,Judo,Audrey Tcheumeo,FRA,Women,70 - 78KG,Bronze,France,
30623,2012,London,Judo,Judo,Jae-Bum Kim,KOR,Men,73 - 81KG,Gold,"Korea, South",
30624,2012,London,Judo,Judo,Ole Bischof,GER,Men,73 - 81KG,Silver,Germany,
30625,2012,London,Judo,Judo,Ivan Nifontov,RUS,Men,73 - 81KG,Bronze,Russia,
30626,2012,London,Judo,Judo,Antoine Valois-Fortier,CAN,Men,73 - 81KG,Bronze,Canada,
30627,2012,London,Judo,Judo,Dae-Nam Song,KOR,Men,81 - 90KG,Gold,"Korea, South",
30628,2012,London,Judo,Judo,Asley Gonzalez,CUB,Men,81 - 90KG,Silver,Cuba,
30629,2012,London,Judo,Judo,Ilias Iliadis,GRE,Men,81 - 90KG,Bronze,Greece,
30630,2012,London,Judo,Judo,Masashi Nishiyama,JPN,Men,81 - 90KG,Bronze,Japan,
30631,2012,London,Judo,Judo,Tagir Khaibulaev,RUS,Men,90 - 100KG,Gold,Russia,
30632,2012,London,Judo,Judo,Tuvshinbayar Naidan,MGL,Men,90 - 100KG,Silver,Mongolia,
30633,2012,London,Judo,Judo,Henk Grol,NED,Men,90 - 100KG,Bronze,Netherlands,
30634,2012,London,Judo,Judo,Dimitri Peters,GER,Men,90 - 100KG,Bronze,Germany,
30635,2012,London,Modern Pentathlon,Modern Pentathlon,David Svoboda,CZE,Men,Individual,Gold,Czech Republic,
30636,2012,London,Modern Pentathlon,Modern Pentathlon,Zhongrong Cao,CHN,Men,Individual,Silver,China,
30637,2012,London,Modern Pentathlon,Modern Pentathlon,Adam Marosi,HUN,Men,Individual,Bronze,Hungary,
30638,2012,London,Modern Pentathlon,Modern Pentathlon,Laura Asadauskaite,LTU,Women,Individual,Gold,Lithuania,
30639,2012,London,Modern Pentathlon,Modern Pentathlon,Samantha Murray,GBR,Women,Individual,Silver,United Kingdom,
30640,2012,London,Modern Pentathlon,Modern Pentathlon,Yane Marques,BRA,Women,Individual,Bronze,Brazil,
30641,2012,London,Rowing,Rowing,Alex Gregory,GBR,Men,Coxless Four,Gold,United Kingdom,
30642,2012,London,Rowing,Rowing,Tom James,GBR,Men,Coxless Four,Gold,United Kingdom,
30643,2012,London,Rowing,Rowing,Pete Reed,GBR,Men,Coxless Four,Gold,United Kingdom,
30644,2012,London,Rowing,Rowing,Andrew Triggs Hodge,GBR,Men,Coxless Four,Gold,United Kingdom,
30645,2012,London,Rowing,Rowing,James Chapman,AUS,Men,Coxless Four,Silver,Australia,
30646,2012,London,Rowing,Rowing,Joshua Dunkley-Smith,AUS,Men,Coxless Four,Silver,Australia,
30647,2012,London,Rowing,Rowing,Drew Ginn,AUS,Men,Coxless Four,Silver,Australia,
30648,2012,London,Rowing,Rowing,William Lockwood,AUS,Men,Coxless Four,Silver,Australia,
30649,2012,London,Rowing,Rowing,Charles Cole,USA,Men,Coxless Four,Bronze,United States,
30650,2012,London,Rowing,Rowing,Scott Gault,USA,Men,Coxless Four,Bronze,United States,
30651,2012,London,Rowing,Rowing,Glenn Ochal,USA,Men,Coxless Four,Bronze,United States,
30652,2012,London,Rowing,Rowing,Henrik Rummel,USA,Men,Coxless Four,Bronze,United States,
30653,2012,London,Rowing,Rowing,Hamish Bond,NZL,Men,Coxless Pair 2-,Gold,New Zealand,
30654,2012,London,Rowing,Rowing,Eric Murray,NZL,Men,Coxless Pair 2-,Gold,New Zealand,
30655,2012,London,Rowing,Rowing,Germain Chardin,FRA,Men,Coxless Pair 2-,Silver,France,
30656,2012,London,Rowing,Rowing,Dorian Mortelette,FRA,Men,Coxless Pair 2-,Silver,France,
30657,2012,London,Rowing,Rowing,George Nash,GBR,Men,Coxless Pair 2-,Bronze,United Kingdom,
30658,2012,London,Rowing,Rowing,William Satch,GBR,Men,Coxless Pair 2-,Bronze,United Kingdom,
30659,2012,London,Rowing,Rowing,Helen Glover,GBR,Women,Coxless Pair 2-,Gold,United Kingdom,
30660,2012,London,Rowing,Rowing,Heather Stanning,GBR,Women,Coxless Pair 2-,Gold,United Kingdom,
30661,2012,London,Rowing,Rowing,Kate Hornsey,AUS,Women,Coxless Pair 2-,Silver,Australia,
30662,2012,London,Rowing,Rowing,Sarah Outhwaite,AUS,Women,Coxless Pair 2-,Silver,Australia,
30663,2012,London,Rowing,Rowing,Juliette Haigh,NZL,Women,Coxless Pair 2-,Bronze,New Zealand,
30664,2012,London,Rowing,Rowing,Rebecca Scown,NZL,Women,Coxless Pair 2-,Bronze,New Zealand,
30665,2012,London,Rowing,Rowing,Nathan Cohen,NZL,Men,Double Sculls,Gold,New Zealand,
30666,2012,London,Rowing,Rowing,Joseph Sullivan,NZL,Men,Double Sculls,Gold,New Zealand,
30667,2012,London,Rowing,Rowing,Romano Battisti,ITA,Men,Double Sculls,Silver,Italy,
30668,2012,London,Rowing,Rowing,Alessio Sartori,ITA,Men,Double Sculls,Silver,Italy,
30669,2012,London,Rowing,Rowing,Iztok Cop,SLO,Men,Double Sculls,Bronze,Slovenia,
30670,2012,London,Rowing,Rowing,Luka Spik,SLO,Men,Double Sculls,Bronze,Slovenia,
30671,2012,London,Rowing,Rowing,Katherine Grainger,GBR,Women,Double Sculls,Gold,United Kingdom,
30672,2012,London,Rowing,Rowing,Anna Watkins,GBR,Women,Double Sculls,Gold,United Kingdom,
30673,2012,London,Rowing,Rowing,Kim Crow,AUS,Women,Double Sculls,Silver,Australia,
30674,2012,London,Rowing,Rowing,Brooke Pratley,AUS,Women,Double Sculls,Silver,Australia,
30675,2012,London,Rowing,Rowing,Magdalena Fularczyk,POL,Women,Double Sculls,Bronze,Poland,
